Model No.,Godwan,MT Stock,IB Stock,DDN Stock,DL Stock,CHD Stock,Main,Sample Line,Total
GW0262G3,0,0,0,0,0,0,0,0,0
GW0263G1,0,0,0,0,0,0,0,0,0
GW0263G2,0,0,0,0,0,0,0,0,0
GW0263G3,0,0,0,0,0,0,0,0,0
GW0263G4,0,0,0,0,0,0,0,0,0
GW0264G3,0,0,0,0,0,0,0,0,0
GW0264G4,0,0,0,0,0,0,0,0,0
GW0265G1,0,0,0,0,0,0,0,0,0
GW0265G2,0,0,0,0,0,0,0,0,0
GW0265G6,0,0,0,0,0,0,0,0,0
GW0265G9,0,0,0,0,0,0,0,0,0
GW0278G2,0,0,0,0,0,0,0,0,0
GW0284L1,0,0,0,0,0,0,0,0,0
GW0300L1,0,0,0,0,0,0,0,0,0
GW0304L3,0,0,0,0,0,0,0,0,0
GW0308L1,0,0,0,0,0,0,0,0,0
GW0308L2,0,0,0,0,0,0,0,0,0
GW0310L2,0,0,0,0,0,0,0,0,0
GW0312L2,0,0,0,0,0,0,0,0,0
GW0312L3,0,0,0,0,0,0,0,0,0
GW0314L2,0,0,0,0,0,0,0,0,0
GW0314L3,0,0,0,0,0,0,0,0,0
GW0315L1,0,0,0,0,0,0,0,0,0
GW0315L2,0,0,0,0,0,0,0,0,0
GW0324G2,0,0,0,0,0,0,0,0,0
GW0325G1,0,0,0,0,0,0,0,0,0
GW0325G2,0,0,0,0,0,0,0,0,0
GW0325G3,0,0,0,0,0,0,0,0,0
GW0326G1,0,0,0,0,0,0,0,0,0
GW0326G2,0,0,0,0,0,0,0,0,0
GW0328G1,0,0,0,0,0,0,0,0,0
GW0329G1,0,0,0,0,0,0,0,0,0
GW0330G2,0,0,0,0,0,0,0,0,0
GW0332G1,0,0,0,0,0,0,0,0,0
GW0334G2,0,0,0,0,0,0,0,0,0
GW0334G3,0,0,0,0,0,0,0,0,0
GW0335G1,0,0,0,0,0,0,0,0,0
GW0335G2,0,0,0,0,0,0,0,0,0
GW0353G2,0,0,0,0,0,0,0,0,0
GW0354L2,0,0,0,0,0,0,0,0,0
GW0355L1,0,0,0,0,0,0,0,0,0
GW0355L2,0,0,0,0,0,0,0,0,0
GW0356L1,0,0,0,0,0,0,0,0,0
GW0357L1,0,0,0,0,0,0,0,0,0
GW0357L2,0,0,0,0,0,0,0,0,0
GW0357L3,0,0,0,0,0,0,0,0,0
GW0358L1,0,0,0,0,0,0,0,0,0
GW0359L2,0,0,0,0,0,0,0,0,0
GW0359L3,0,0,0,0,0,0,0,0,0
GW0361G1,0,0,0,0,0,0,0,0,0
GW0362G4,0,0,0,0,0,0,0,0,0
GW0363G2,0,0,0,0,0,0,0,0,0
GW0368G2,0,0,0,0,0,0,0,0,0
GW0368G3,0,0,0,0,0,0,0,0,0
GW0382L1,0,0,0,0,0,0,0,0,0
GW0382L3,0,0,0,0,0,0,0,0,0
GW0383L1,0,0,0,0,0,0,0,0,0
GW0383L2,0,0,0,0,0,0,0,0,0
GW0385L2,0,0,0,0,0,0,0,0,0
GW0385L3,0,1,0,0,0,0,0,0,1
GW0386G1,0,0,0,0,0,0,0,0,0
GW0386G2,0,0,0,0,0,0,0,0,0
GW0386G3,0,0,0,0,0,0,0,0,0
GW0387G2,0,0,0,0,0,0,0,0,0
GW0387G3,0,0,0,0,0,0,0,0,0
GW0388G1,0,0,0,0,0,0,0,0,0
GW0388G3,0,0,0,0,0,0,0,0,0
GW0389G1,0,0,0,0,0,0,0,0,0
GW0389G3,0,0,0,0,0,0,0,0,0
GW0399L1,0,0,0,0,0,0,0,0,0
GW0402L2,0,0,0,0,0,0,0,0,0
GW0402L3,0,0,0,0,0,0,0,0,0
GW0403L2,0,0,0,0,0,0,0,0,0
GW0403L3,0,0,0,0,0,0,0,0,0
GW0405L1,0,0,0,0,0,0,0,0,0
GW0405L2,0,0,0,0,0,0,0,0,0
GW0405L3,0,0,0,0,0,0,0,0,0
GW0407L1,0,0,0,0,0,0,0,0,0
GW0407L3,0,0,0,0,0,0,0,0,0
GW0408L2,0,0,0,0,0,0,0,0,0
GW0408L3,0,0,0,0,0,0,0,0,0
GW0409L3,0,0,0,0,0,0,0,0,0
GW0410L2,0,0,0,0,0,0,0,0,0
GW0410L3,0,0,0,0,0,0,0,0,0
GW0411L1,0,0,0,0,0,0,0,0,0
GW0411L2,0,0,0,0,0,0,0,0,0
GW0413L2,0,0,0,0,0,0,0,0,0
GW0413L3,0,0,0,0,0,0,0,0,0
GW0415G1,0,0,0,0,0,0,0,0,0
GW0415G2,0,0,0,0,0,0,0,0,0
GW0415G3,0,0,0,0,0,0,0,0,0
GW0419G1,0,0,0,0,0,0,0,0,0
GW0419G2,0,0,0,0,0,0,0,0,0
GW0421G1,0,0,0,0,0,0,0,0,0
GW0422G1,0,0,0,0,0,0,0,0,0
GW0422G2,0,0,0,0,0,0,0,0,0
GW0423G2,0,0,0,0,0,0,0,0,0
GW0423G3,0,0,0,0,0,0,0,0,0
GW0423G4,0,0,0,0,0,0,0,0,0
GW0425G1,0,0,0,0,0,0,0,0,0
GW0425G3,0,0,0,0,0,0,0,0,0
GW0426G2,0,0,0,0,0,0,0,0,0
GW0426G3,0,0,0,0,0,0,0,0,0
GW0428G1,0,0,0,0,0,0,0,0,0
GW0428G2,0,0,0,0,0,0,0,0,0
GW0428G3,0,0,0,0,0,0,0,0,0
GW0439L2,0,0,0,0,0,0,0,0,0
GW0439L4,0,0,0,0,0,0,0,0,0
GW0446G2,0,0,0,0,0,0,0,0,0
GW0451L1,0,0,0,0,0,0,0,0,0
GW0451L2,0,0,0,0,0,0,0,0,0
GW0454G1,0,0,0,0,0,0,0,0,0
GW0454G2,0,0,0,0,0,0,0,0,0
GW0454G3,0,0,0,0,0,0,0,0,0
GW0464L4,0,0,0,0,0,0,0,0,0
GW0465L1,0,0,0,0,0,0,0,0,0
GW0465L5,0,0,0,0,0,0,0,0,0
GW0466L1,0,0,0,0,0,0,0,0,0
GW0466L2,0,0,0,0,0,0,0,0,0
GW0472L2,0,0,0,0,0,0,0,0,0
GW0475L1,0,0,0,0,0,0,0,0,0
GW0477L2,0,0,0,0,0,0,0,0,0
GW0480L1,0,0,0,0,0,0,0,0,0
GW0482L1,0,0,0,0,0,0,0,0,0
GW0482L2,0,0,0,0,0,0,0,0,0
GW0484L1,0,0,0,0,0,0,0,0,0
GW0484L2,0,0,0,0,0,0,0,0,0
GW0486G2,0,0,0,0,0,0,0,0,0
GW0487G4,0,0,0,0,0,0,0,0,0
GW0488G2,0,1,0,0,0,0,0,0,1
GW0488G3,0,0,0,0,0,0,0,0,0
GW0488G4,0,0,0,0,0,0,0,0,0
GW0489G2,0,0,0,0,0,0,0,0,0
GW0490G3,0,0,0,0,0,0,0,0,0
GW0490G4,0,0,0,0,0,0,0,0,0
GW0490G5,0,0,0,0,0,0,0,0,0
GW0491G1,0,0,0,0,0,0,0,0,0
GW0491G2,0,0,0,0,0,0,0,0,0
GW0492G1,0,0,0,0,0,0,0,0,0
GW0492G2,0,0,0,0,0,0,0,0,0
GW0492G3,0,0,0,0,0,0,0,0,0
GW0495G2,0,0,0,0,0,0,0,0,0
GW0495G3,0,0,0,0,0,0,0,0,0
GW0495G4,0,0,0,0,0,0,0,0,0
GW0504L3,0,0,0,0,0,0,0,0,0
GW0530L6,0,0,0,0,0,0,0,0,0
GW0531L1,0,0,0,0,0,0,0,0,0
GW0531L2,0,0,0,0,0,0,0,0,0
GW0536L4,0,0,0,0,0,0,0,0,0
GW0536L5,0,0,0,0,0,0,0,0,0
GW0538G1,0,0,0,0,0,0,0,0,0
GW0538G2,0,0,0,0,0,0,0,0,0
GW0538G3,0,0,0,0,0,0,0,0,0
GW0542G1,0,0,0,0,0,0,0,0,0
GW0542G2,0,0,0,0,0,0,0,0,0
GW0543L1,0,0,0,0,0,0,0,0,0
GW0543L2,0,0,0,0,0,0,0,0,0
GW0543L7,0,0,0,0,0,0,0,0,0
GW0544L2,0,0,0,0,0,0,0,0,0
GW0544L4,0,0,0,0,0,0,0,0,0
GW0548L2,0,0,0,0,0,0,0,0,0
GW0548L3,0,0,0,0,0,0,0,0,0
GW0549L2,0,0,0,0,0,0,0,0,0
GW0551L3,0,0,0,0,0,0,0,0,0
GW0553L4,0,0,0,0,0,0,0,0,0
GW0554L5,0,0,0,0,0,0,0,0,0
GW0555L3,0,0,0,0,0,0,0,0,0
GW0556L2,0,0,0,0,0,0,0,0,0
GW0557L1,0,0,0,0,0,0,0,0,0
GW0565G2,0,0,0,0,0,0,0,0,0
GW0566G1,0,0,0,0,0,0,0,0,0
GW0566G2,0,0,0,0,0,0,0,0,0
GW0568G1,0,0,0,0,0,0,0,0,0
GW0570G2,0,0,0,0,0,0,0,0,0
GW0577G3,0,0,0,0,0,0,0,0,0
GW0578G1,0,0,0,0,0,0,0,0,0
GW0579G1,0,0,0,0,0,0,0,0,0
GW0579G3,0,0,0,0,0,0,0,0,0
GW0581G2,0,0,0,0,0,0,0,0,0
GW0583G3,0,0,0,0,0,0,0,0,0
GW0587L2,0,0,0,0,0,0,0,0,0
GW0587L3,0,0,0,0,0,0,0,0,0
GW0588L1,0,0,0,0,1,0,0,0,1
GW0589L1,0,0,0,0,0,0,0,0,0
V1041M4,0,0,0,0,0,0,0,0,0
W0380G5,0,0,0,0,0,0,0,0,0
W0571L1,0,0,0,0,0,0,0,0,0
W0638L4,0,0,0,0,0,0,0,0,0
W0647L4,0,0,0,0,0,0,0,0,0
W0669G2,0,0,0,0,0,0,0,0,0
W0674G5,0,0,0,0,0,0,0,0,0
W0674G8,0,0,0,0,0,0,0,0,0
W0775L13,0,0,0,0,0,0,0,0,0
W0845L1,0,0,0,0,0,0,0,0,0
W0864G5,0,0,0,0,0,0,0,0,0
W0871G1,0,0,0,0,0,0,0,0,0
W0916G2,0,0,0,0,0,0,0,0,0
W0922G1,0,0,0,0,0,0,0,0,0
W0967G2,0,0,0,0,0,0,0,0,0
W0970G1,0,0,0,0,0,0,0,0,0
W0979L13,0,0,0,0,0,0,0,0,0
W0979L15,0,0,0,0,0,0,0,0,0
W0979L27,0,0,0,0,0,0,0,0,0
W0979L28,0,0,0,0,0,0,0,0,0
W0979L3,0,0,0,0,0,0,0,0,0
W0989L2,0,0,0,0,0,0,0,0,0
W0989L3,0,0,0,0,0,0,0,0,0
W0989L8,0,0,0,0,0,0,0,0,0
W0993L3,0,0,0,0,0,0,0,0,0
W1000G2,0,0,0,0,0,0,0,0,0
W1000G4,0,0,0,0,0,0,0,0,0
W1001G1,0,0,0,0,0,0,0,0,0
W1001G3,0,0,0,0,0,0,0,0,0
W1001G4,0,0,0,0,0,0,0,0,0
W1002G1,0,0,0,0,0,0,0,0,0
W1025L4,0,0,0,0,0,0,0,0,0
W1049G1,0,0,0,0,0,0,0,0,0
W1049G5,0,0,0,0,0,0,0,0,0
W1053L1,0,0,0,0,0,0,0,0,0
W1070L2,0,0,0,0,0,0,0,0,0
W1070L8,0,0,0,0,0,0,0,0,0
W1107G3,0,0,0,0,0,0,0,0,0
W1107G4,0,0,0,0,0,0,0,0,0
W1109G3,0,0,0,0,0,0,0,0,0
W1110G1,0,0,0,0,0,0,0,0,0
W1117L1,0,0,0,0,0,0,0,0,0
W1142L2,0,0,0,0,0,0,0,0,0
W1142L4,0,0,0,0,0,0,0,0,0
W1145L3,0,0,0,0,0,0,0,0,0
W1152L1,0,0,0,0,0,0,0,0,0
W1152L3,0,0,0,0,0,0,0,0,0
W1157L1,0,0,0,0,0,0,0,0,0
W1157L3,0,0,0,0,0,0,0,0,0
W1161G2,0,0,0,0,0,0,0,0,0
W1163G1,0,0,0,0,0,0,0,0,0
W1197L2,0,0,0,0,0,0,0,0,0
W1217G2,0,0,0,0,0,0,0,0,0
W1227L3,0,0,0,0,0,0,0,0,0
W1231L2,0,0,0,0,0,0,0,0,0
W1262G4,0,0,0,0,0,0,0,0,0
W1264G3,0,0,0,0,0,0,0,0,0
W1280L3,0,0,0,0,0,0,0,0,0
W1283L3,0,0,0,0,0,0,0,0,0
W1288L1,0,0,0,0,0,0,0,0,0
W1288L3,0,0,0,0,0,0,0,0,0
W1293L3,0,0,0,0,0,0,0,0,0
W1305G2,0,0,0,0,0,0,0,0,0
W1307G2,0,0,0,0,0,0,0,0,0
W1311G2,0,0,0,0,0,0,0,0,0
W1315G2,0,0,0,0,0,0,0,0,0
W1315G3,0,0,0,0,0,0,0,0,0
GW0565G1,0,0,0,0,0,0,0,0,0
GW0032L3,0,0,0,0,0,0,0,0,0
GW0202G7,0,0,0,0,0,0,0,0,0
GW0248G3,0,0,0,0,0,0,0,0,0
GW0486G4,0,0,0,0,0,0,0,0,0
GW0544L1,0,0,0,0,0,0,0,0,0
GW0308L6,0,1,1,1,1,0,8,1,13
GW0572G6,0,0,0,1,0,0,0,0,1
GW0617L3,0,1,1,1,1,0,5,1,10
GW0745L4,0,1,1,1,1,0,1,1,6
GW0748L2,0,1,1,1,1,0,0,1,5
GW0753L3,0,1,1,1,1,0,0,1,5
GW0753L4,0,1,0,1,1,0,0,1,4
GW0753L5,0,1,1,1,1,0,0,1,5
GW0759L2,0,0,0,0,1,0,0,1,2
GW0759L3,0,0,1,1,0,0,0,1,3
GW0760L1,0,1,1,1,1,0,0,1,5
GW0760L2,0,1,1,1,1,0,6,1,11
GW0760L3,0,1,1,1,1,0,11,1,16
GW0762L1,0,0,0,1,0,0,0,1,2
GW0762L2,0,1,1,1,1,0,12,1,17
GW0762L4,0,1,1,1,1,0,3,1,8
GW0762L5,0,1,1,1,1,0,7,1,12
GW0766L3,0,0,0,1,0,0,0,1,2
GW0767L2,0,1,1,1,1,0,6,1,11
GW0767L3,0,1,1,1,1,0,1,1,6
GW0767L5,0,1,1,1,1,0,2,1,7
GW0768L1,0,0,0,0,0,0,0,0,0
GW0768L2,0,0,0,0,0,0,0,0,0
GW0769L1,0,0,0,1,0,0,0,1,2
GW0769L2,0,1,1,1,1,0,7,1,12
GW0769L3,0,1,1,1,1,0,0,1,5
GW0770L1,0,0,0,1,0,0,0,0,1
GW0770L2,0,1,1,1,1,0,6,1,11
GW0770L3,0,1,1,1,1,0,0,1,5
GW0770L4,0,1,0,1,0,0,0,0,2
GW0770L5,0,1,1,1,1,0,5,1,10
GW0771L2,0,1,1,1,1,0,0,1,5
GW0771L3,0,1,1,1,1,0,2,1,7
GW0774L3,0,0,0,1,1,0,0,1,3
GW0777L3,0,1,1,1,1,0,0,1,5
GW0781G4,0,1,1,1,1,0,0,1,5
GW0781G5,0,1,1,1,1,0,3,1,8
GW0782G1,0,1,1,1,1,0,1,1,6
GW0782G2,0,1,1,1,1,0,13,1,18
GW0782G3,0,0,0,1,1,0,0,1,3
GW0786G2,0,1,1,1,1,0,0,1,5
GW0789G1,0,0,0,0,0,0,0,0,0
GW0790G1,0,1,1,1,0,0,0,0,3
GW0790G2,0,1,1,1,1,0,0,1,5
GW0793G1,0,0,0,1,0,0,0,1,2
GW0793G2,0,1,1,1,1,0,0,1,5
GW0793G3,0,0,0,1,1,0,0,0,2
GW0795G3,0,1,1,1,1,0,8,1,13
GW0796G2,0,1,1,1,1,0,0,1,5
GW0799G2,0,1,1,1,1,0,0,1,5
GW0803G1,0,1,0,1,1,0,0,1,4
GW0804G2,0,1,1,1,1,0,4,1,9
GW0804G4,0,1,1,1,1,0,8,1,13
GW0805G3,0,1,1,1,1,0,4,1,9
GW0833G2,0,1,1,1,1,0,1,1,6
GW0744L2,0,1,1,1,1,0,9,1,14
GW0750L1,0,1,1,1,1,0,7,1,12
GW0752L1,0,1,1,1,1,0,0,1,5
GW0768L3,0,1,1,1,0,0,8,1,12
GW0786G1,0,1,1,1,1,0,15,1,20
GW0833G1,0,1,1,2,0,0,13,1,18
GW0833G3,0,1,1,1,1,0,2,1,7
GW0789G4,0,1,1,1,1,0,5,1,10
GW0795G1,0,1,1,1,1,0,0,1,5
GW0795G2,0,1,1,1,1,0,17,1,22
GW0795G4,0,1,1,1,1,0,15,1,20
GW0800G2,0,1,1,1,1,0,1,1,6
GW0803G2,0,1,1,1,1,0,6,1,11
GW0746L2,0,1,1,1,0,0,5,1,9
GW0800G1,0,1,1,1,1,0,0,1,5
GW0799G1,0,0,0,1,1,0,0,1,3
GW0799G3,0,1,1,1,1,0,0,1,5
GWO613L3,0,0,0,0,0,0,0,0,0
GW0690L4,0,1,1,1,1,0,5,1,10
GW0798G3,0,0,0,0,0,0,0,1,1
GW0765L2,0,1,1,1,1,0,12,1,17
GW0765L1,0,1,1,1,1,0,23,1,28
GW0746L3,0,0,0,1,1,0,0,1,3
GW0767L4,0,1,1,1,1,0,0,1,5
Y24002G2MF,0,0,0,0,0,0,0,0,0
Y24014G9MF,0,0,0,0,0,0,0,0,0
Y70001G7MF,0,0,0,0,0,0,0,0,0
Y70002G2MF,0,0,0,0,0,0,0,0,0
Y81009G9MF,0,0,0,0,0,0,0,0,0
Y83002G5MF,0,0,0,1,1,0,0,0,2
Y83008G1MF,0,0,0,1,1,0,0,1,3
Y89002G2MF,0,0,0,0,0,0,0,0,0
Y92001L1MF,0,0,0,1,0,0,0,0,1
Y92004L2MF,0,0,0,0,0,0,0,0,0
Y92005L1MF,0,0,0,0,0,0,0,0,0
Y96004L1MF,0,0,0,0,0,0,0,0,0
Y98002L1MF,0,0,0,1,0,0,0,0,1
Y98009L3MF,0,0,0,1,0,0,0,0,1
Y99001G2MF,0,1,0,1,1,0,3,1,7
Y99002G7MF,0,1,0,1,0,0,0,1,3
Y99011G9MF,0,0,0,1,0,0,0,1,2
Z01003L1MF,0,0,0,1,1,0,0,0,2
Z01004L1MF,0,1,0,1,2,0,1,1,6
Z01006L9MF,0,0,0,0,0,0,0,0,0
Z01009L4MF,0,0,0,0,0,0,0,0,0
Z01014L1MF,0,0,0,0,0,0,0,1,1
Z01017L3MF,0,0,0,1,1,0,0,0,2
Z01019L9MF,0,0,0,0,0,0,0,0,0
Z05006L2MF,0,0,0,0,0,0,0,0,0
Z07004G7MF,0,0,0,0,0,0,0,1,1
Z07008G9MF,0,0,0,0,0,0,0,0,0
Z12001L9MF,0,0,0,0,0,0,0,0,0
Z12002L4MF,0,1,0,1,0,0,1,1,4
Z12003L1MF,0,0,0,0,0,0,0,1,1
Z13001G7MF,0,0,0,0,0,0,0,0,0
Z13002G7MF,0,0,0,0,0,0,0,0,0
Z14005G2MF,0,0,0,0,1,0,0,0,1
Z14007G9MF,0,0,0,0,0,0,0,0,0
Z14008G7MF,0,0,0,0,0,0,0,1,1
Z14009G9MF,0,0,0,0,0,0,0,0,0
Z14011G7MF,0,0,0,0,1,0,0,0,1
Z15001L1MF,0,0,0,0,1,0,0,1,2
Z15002L1MF,0,0,0,0,0,0,0,0,0
Z16002G2MF,0,0,0,0,0,0,0,0,0
Z16008G7MF,0,0,0,0,0,0,0,0,0
Z17001G9MF,0,0,0,0,0,0,0,0,0
Z17003G2MF,0,0,0,0,0,0,0,0,0
Z18001G2MF,0,0,0,0,0,0,0,1,1
Z18002G5MF,0,0,0,0,0,0,0,0,0
Z18003G9MF,0,0,0,1,1,0,0,0,2
Z18004G9MF,0,0,0,0,0,0,0,0,0
Z18006G7MF,0,0,0,0,0,0,0,0,0
Z20001L4MF,0,1,0,1,0,0,0,0,2
Z20002L1MF,0,0,0,1,0,0,0,1,2
Z20004L9MF,0,0,0,1,1,0,0,1,3
Z20006L1MF,0,1,0,1,0,0,0,1,3
Z21009L1MF,0,0,0,0,0,0,0,0,0
Z25001L1MF,0,0,0,1,1,0,1,1,4
Z26001G7MF,0,0,0,1,1,0,0,1,3
Z32003G7MF,0,0,0,0,0,0,0,1,1
Z33003G5MF,0,0,0,1,1,0,0,1,3
Z35001G7MF,0,0,0,0,0,0,0,0,0
Z35002G9MF,0,0,0,0,0,0,0,0,0
Z36001L3MF,0,0,0,0,0,0,0,0,0
Z37002G2MF,0,0,0,0,0,0,0,0,0
Z37003G3MF,0,0,0,0,0,0,0,0,0
Z38002L1MF,0,0,0,1,0,0,0,1,2
Z38003L3MF,0,0,0,0,0,0,0,0,0
Z39003G7MF,0,0,0,0,0,0,0,0,0
Z39005G3MF,0,0,0,0,0,0,0,0,0
Z40001G2MF,0,0,0,0,0,0,0,0,0
Z40002G9MF,0,0,0,0,0,0,0,0,0
Z41002L1MF,0,1,0,0,0,0,0,1,2
Z43001L1MF,0,1,0,0,0,0,0,0,1
Z43002L1MF,0,0,0,1,0,0,0,0,1
Y27013G9MF,0,0,0,0,0,0,0,0,0
Y56002L1MF,0,0,0,0,0,0,0,0,0
Y81007G7MF,0,0,0,0,1,0,0,0,1
Y81008G2MF,0,0,0,0,0,0,0,0,0
Y83003G2MF,0,0,0,0,0,0,0,0,0
Y85001L1MF,0,0,0,1,0,0,0,0,1
Y85002L1MF,0,0,0,0,1,0,0,0,1
Y87001L2MF,0,1,0,1,0,0,0,1,3
Y87002L1MF,0,0,0,1,0,0,0,0,1
Y88002L1MF,0,0,0,0,0,0,0,0,0
Y88003L1MF,0,0,0,1,0,0,0,0,1
Y92002L1MF,0,1,0,0,0,0,0,1,2
Y96002L1MF,0,0,0,0,1,0,0,0,1
Z03003L1MF,0,0,0,1,0,0,0,0,1
Z05003L1MF,0,0,0,0,1,0,0,1,2
Z07002G2MF,0,0,0,0,1,0,0,0,1
Z07003G9MF,0,1,0,1,1,0,0,1,4
Z13003G9MF,0,0,0,0,0,0,0,0,0
Y78002L1MF,0,0,0,0,1,0,0,0,1
Y89003G2MF,0,0,0,0,0,0,0,0,0
Z46002G9MF,0,0,0,1,1,0,0,0,2
Z50002G7MF,0,0,0,1,1,0,0,0,2
Y70009G5MF,0,0,0,1,1,0,0,0,2
Z44003L1MF,0,0,0,1,1,0,1,0,3
Z45001L9MF,0,0,0,1,0,0,0,0,1
Z46001G2MF,0,0,0,1,1,0,2,0,4
Z48002L1MF,0,0,0,1,1,0,0,0,2
Z48003L6MF,0,0,0,1,1,0,1,0,3
Z49001L1MF,0,0,0,1,1,0,2,0,4
Z50004G9MF,0,0,0,1,1,0,1,0,3
Z52001L1MF,0,0,0,1,1,0,0,0,2
Z52002L9MF,0,0,0,1,1,0,0,0,2
Z44002L9MF,0,0,0,1,1,0,1,0,3
DW00100681,0,0,1,0,0,0,0,0,1
DW00100682,0,1,0,1,0,0,0,0,2
DW00100683,0,0,0,1,0,0,0,0,1
DW00100685,0,0,0,1,0,0,0,0,1
DW00100686,0,0,0,1,0,0,0,0,1
DW00100687,0,0,1,0,0,0,0,0,1
DW00100688,0,1,0,0,0,0,0,0,1
DW00100689,0,0,0,1,0,0,0,0,1
DW00100690,0,0,0,0,0,0,0,0,0
DW00100691,0,0,0,1,0,0,0,0,1
DW00100692,0,0,0,0,0,0,0,0,0
DW00100704,0,0,0,0,0,0,0,0,0
DW00100706,0,1,0,0,0,0,0,0,1
DW00100705,0,0,1,0,0,0,0,0,1
DW00100699,0,1,0,0,0,0,0,0,1
DW00100700,0,0,0,1,0,0,0,0,1
DW00100693,0,0,0,1,0,0,0,0,1
DW00100694,0,0,0,0,0,0,0,0,0
DW00100695,0,0,0,1,0,0,0,0,1
DW00100696,0,0,0,1,0,0,0,0,1
DW00100703,0,0,1,0,0,0,0,0,1
DW00100701,0,1,0,1,0,0,0,0,2
DW00100702,0,0,0,0,0,0,0,0,0
DW00100697,0,0,0,1,0,0,0,0,1
DW00100698,0,0,0,0,0,0,0,0,0
DW00100707,0,0,0,1,0,0,0,0,1
DW00100708,0,0,0,1,0,0,0,0,1
DW00100709,0,0,0,1,0,0,0,0,1
DW00100710,0,1,0,0,0,0,0,0,1
DW00100711,0,1,0,0,0,0,0,0,1
DW00100714,0,1,0,0,0,0,0,0,1
DW00100715,0,1,0,0,0,0,0,0,1
DW00100716,0,1,0,0,0,0,0,0,1
DW00100717,0,0,0,0,0,0,0,0,0
DW00100718,0,0,1,0,0,0,0,0,1
DW00100720,0,1,0,0,0,0,0,0,1
DW00100721,0,1,0,0,0,0,0,0,1
DW00100139,0,0,0,0,0,0,0,1,1
DW00100148,0,0,0,0,0,0,0,0,0
DW00100162,0,1,0,0,0,0,1,1,3
DW00100163,0,0,0,0,0,0,0,1,1
DW00100164,0,0,0,0,0,0,0,1,1
DW00100203,0,1,0,1,0,0,0,1,3
DW00100206,0,0,0,0,0,0,0,1,1
DW00100208,0,1,0,1,0,0,0,1,3
DW00100209,0,1,0,1,0,0,2,1,5
DW00100218,0,0,0,0,0,0,1,1,2
DW00100220,0,0,0,0,0,0,0,0,0
DW00100228,0,0,0,0,0,0,0,1,1
DW00100230,0,1,0,1,0,0,0,1,3
DW00100245,0,0,0,0,0,0,0,1,1
DW00100246,0,0,0,0,0,0,0,1,1
DW00100305,0,0,0,0,0,0,0,1,1
DW00100343,0,0,0,1,0,0,0,0,1
DW00100346,0,0,0,0,0,0,0,0,0
DW00100414,0,0,0,1,0,0,0,0,1
DW00100431,0,0,1,0,0,0,0,1,2
DW00100432,0,1,0,1,0,0,3,1,6
DW00100457,0,1,0,1,0,0,0,1,3
DW00100461,0,0,0,0,0,0,0,0,0
DW00100468,0,0,0,0,0,0,0,0,0
DW00100473,0,0,1,0,0,0,0,0,1
DW00100474,0,1,0,1,0,0,1,1,4
DW00100475,0,0,0,0,0,0,0,0,0
DW00100480,0,1,0,0,0,0,0,1,2
DW00100510,0,1,0,1,0,0,4,1,7
DW00100513,0,0,1,0,0,0,1,1,3
DW00100518,0,1,0,1,0,0,1,1,4
DW00100556,0,0,0,0,0,0,0,1,1
DW00100561,0,0,0,0,0,0,0,1,1
DW00100590,0,0,0,0,0,0,0,0,0
DW00100640K,0,0,0,0,0,0,0,0,0
DW00100642K,0,0,0,0,0,0,0,0,0
DW00100006,0,0,0,1,0,0,1,1,3
DW00100007,0,0,0,1,0,0,0,0,1
DW001000684,0,0,0,1,0,0,0,1,2
DW00100161,0,1,0,0,0,0,1,1,3
DW00100201,0,1,0,1,0,0,5,1,8
DW00100202,0,0,0,1,0,0,1,1,3
DW00100212,0,0,1,1,0,0,2,1,5
DW00100303,0,0,0,1,0,0,1,1,3
DW00100344,0,0,0,1,0,0,0,1,2
DW00100359,0,0,1,1,0,0,0,0,2
DW00100401,0,1,0,1,0,0,0,1,3
DW00100403,0,1,0,0,0,0,2,1,4
DW00100443,0,0,0,1,0,0,0,1,2
DW00100458,0,0,0,1,0,0,1,1,3
DW00100459,0,1,0,1,0,0,3,1,6
DW00100470,0,1,0,1,0,0,1,1,4
DW00100479,0,1,0,1,0,0,0,1,3
DW00100482,0,0,0,1,0,0,0,1,2
DW00100517,0,0,0,1,0,0,0,0,1
DW00100534,0,0,0,1,0,0,0,1,2
DW00100535,0,0,0,1,0,0,0,1,2
DW00100536,0,0,0,1,0,0,0,1,2
DW00100538,0,0,0,1,0,0,0,1,2
DW00100578,0,1,0,0,0,0,0,1,2
DW00100580,0,1,0,1,0,0,0,1,3
DW00100581,0,1,0,1,0,0,0,1,3
DW00100592,0,1,0,1,0,0,0,1,3
DW00100593,0,1,0,1,0,0,0,0,2
DW00100597,0,1,0,1,0,0,1,1,4
DW00100614,0,0,0,1,0,0,0,0,1
DW00100617,0,1,0,1,0,0,0,1,3
DW00100629,0,0,0,1,0,0,0,0,1
DW00100632,0,0,0,1,0,0,0,0,1
DW00100639,0,0,0,1,0,0,0,0,1
DW00100640,0,0,0,0,0,0,0,0,0
DW00100646,0,1,0,1,0,0,0,0,2
DW00100661,0,1,0,1,0,0,0,0,2
DW00100662,0,1,0,1,0,0,0,0,2
DW00100664,0,1,0,1,0,0,0,0,2
DW00100667,0,1,0,1,0,0,0,0,2
DW00100668,0,0,0,1,0,0,0,0,1
DW00100670,0,1,0,1,0,0,0,0,2
DW00100671,0,1,0,1,0,0,0,0,2
